nome;idade
Yara Rodrigues Samuel Chavez;70
António Lourenço Angela Little;21
Paulo Neves Michelle Lynch;43
Mário-Jorge Monteiro Lisa Watson;24
Soraia Mendes Joshua Schultz;26
Alice Cunha Sharon Russo;68
Larissa Freitas Breanna Keith;70
Vasco Magalhães Russell Cobb;54
Sandro Macedo Sarah Taylor;40
Larissa Pereira Cory Marshall;19
Ângelo Valente John Sampson;21
Frederico Moreira Nicole Chavez;17
Enzo Rocha Adam Chavez;50
Lourenço Nunes Douglas Sullivan;34
Vicente Antunes Thomas Williams;22
Leonardo Ferreira-Henriques Michael Williams;23
Benedita Melo Michael Murphy;63
Artur Santos Frederick Gray;40
Santiago de Simões Jeffrey Farmer;70
Noa Barros-Batista Samuel Owens;36
Salomé Loureiro Connie Price;59
Rafael Guerreiro Brad Miller;65
Salomé Magalhães Matthew Rodriguez;21
Laura Alves Christine Nelson;31
Frederico-Lucas Gaspar Paula Perez;36
Ema Simões Jessica Garcia;69
Vasco Valente Maria Hill;44
Vasco Brito Chloe Jones;63
Hugo Pinto Victoria Nichols;26
Fábio Brito Kyle Lindsey;64
Caetana-Joaquim Ramos Hannah Baker;62
Luísa Domingues Ashley Davidson;44
Rodrigo-Emma Maia Jennifer Dillon;55
Márcio Martins Christopher Baker;12
Madalena Antunes Ralph Ellis;48
Gabriel Assunção James Sexton;52
Renato de Vicente Jennifer Allison;30
Salvador Paiva Jeffrey Pierce;41
Kevin-Hugo Henriques William Singh;24
Micael-Ricardo Assunção Terry Peters;36
Artur Garcia Andrew Matthews;37
Igor Costa Martha Horne;44
Vitória Moreira Daniel Arnold;18
Carminho Brito Amanda Hill;32
Caetana Nascimento Gregory Stevenson;37
Gonçalo Esteves Kyle Myers;24
Caetana Carvalho-Maia Adam Campbell;62
Sara Nogueira Daniel Fernandez;43
Vasco de Nunes Jamie Terry;12
Ricardo Silva Donna Goodman;61
Diana-Victória Anjos Sheila Adams;68
Isabel do Garcia Timothy Woodward;30
Igor-Ângela Barros Troy Miller;17
Leonor Ramos-Jesus James Cook;70
Constança Gomes Matthew Ramirez;36
Margarida Correia Joshua May;48
António Sá-Moura Carrie Wells;39
Yasmin Barbosa Beth Fowler;27
Lisandro Pacheco Joshua Jordan;57
Cristiano Vicente Joshua Berg;30
Inês Borges-Pinho Julie Barr;53
Tiago Pacheco Diane Johnston;20
Noa Soares Carlos Santiago;67
Beatriz Rocha Laurie Middleton;60
Gustavo Guerreiro Christina Henderson;15
Andreia Mota Kerry Briggs;46
Gabriela-Lara Magalhães Jackson Padilla;20
Soraia Figueiredo Kristen Jackson;56
João Brito Tina Montgomery;30
Lourenço Moura-Amorim Lynn Yoder;54
Mateus Pinho Darlene Smith;70
Miguel Brito Blake Anderson;62
Rafaela Pinto Gloria Vasquez;48
Iara Barros Dennis Burns;54
Ângelo Alves-Rocha Bill Howell;43
Joel Macedo David Moore;23
Victória Borges Michael Rose;31
Jaime-Jorge Tavares Susan Orr;38
Enzo da Borges Peter Powers;12
Núria Batista Christina Nicholson;16
Micael Cardoso Dylan White;20
Maria Abreu Lindsey Lane;32
Mateus Santos Alexander Davis;43
Patrícia Oliveira Bryan Huang;56
Ariana Cunha Michelle Knight;21
Nair de Domingues Christy White;33
Laura-Erica Domingues Jordan Fry;67
Kevin-Clara Fonseca Jocelyn Parks;62
Samuel Pereira Ronald Hill;41
Filipe Gonçalves Lisa Clark;55
Camila Freitas John Barrera;48
Camila Brito-Barros Deborah Mcknight;15
Gaspar Lourenço Sarah Thomas;61
Renato Teixeira Adam Valdez;42
Erika Ferreira-Lourenço Phyllis Dodson;37
Débora Moura Tyler Galvan;38
Noah Teixeira Christine Parker;30
Hugo Pacheco Paul Powell;57
Ivo da Rodrigues Tiffany Cooper;70
Gabriela Pires Evan Hill;17
Samuel Leal Karen Gordon;43
Flor Costa Sandra Wall;52
Mara Neves Whitney Washington;66
Petra Lourenço Patricia Ballard;62
Amélia Gonçalves Lauren Lester;66
Nicole Pires Michelle Anderson;35
Mateus-Rúben Lourenço Christopher Williams;68
Miguel Carneiro Terri Christensen;12
Leonor Pereira Angel Orr;14
Lia do Rocha Wayne Baker;13
Miriam Mota Debbie Shelton;47
Íris Almeida Cindy Garcia;29
Nelson Henriques Savannah Jackson;66
Kevin Leite Jennifer Richmond;63
Soraia do Matias Amy Ward;18
Nair Maia Robert Parker;45
Violeta de Melo Kelly Davis;18
Alice Gaspar Christopher Wells;34
Mia Gaspar Andrew Decker;27
Tomás Maia Paul Smith;16
Miriam Torres Raymond Colon;15
Lucas-Leonardo Nogueira Tammy Howell DDS;57
Salvador Cardoso Stacey Benjamin;32
Lucas-Sandro Melo Timothy Arroyo;33
Lourenço Sousa Christine Hooper;65
Vera Barbosa Renee Williams;65
Ana da Matias Jennifer Hart;59
Guilherme-Eduarda Melo Aaron Gutierrez;64
Kévim Nunes Ryan Todd;31
Júlia Moura-Pacheco Melissa Smith;66
Letícia Freitas Julie Mccarty;32
Valentina Moreira Sarah Spencer;40
Lia Jesus Dr. Christopher Ramirez;20
Gonçalo Azevedo Jimmy Roach;38
Nelson Ribeiro Kathy Elliott;21
Flor Assunção Rebecca Santos;42
Gil de Andrade Joshua Branch;68
Noah Ribeiro Vincent Goodman;26
Simão Baptista-Carneiro Brad Patel;12
Adriana Correia Jeremy Brown;56
Isaac Ferreira Anna Ramirez;29
Naiara Pinho Richard Smith;22
Benedita Magalhães Amy Phillips;39
Diogo Fonseca Krista White;16
Daniel Andrade Richard Forbes;42
Anita Campos Jennifer Miller;15
Gabriel Nascimento Kimberly Diaz;14
Raquel Correia Tara Williams;42
Alexandra Leal Jeffrey Jones;38
Iara Lopes Sean Taylor;35
Ariana da Macedo Christopher Johnson;28
Emília-Cláudio Assunção Toni Pratt;48
Daniel Nascimento Geoffrey Gonzales;36
Ricardo Maia Danielle Garcia;61
Rafael Campos Jenny Johnson;46
Fabiana Almeida-Nunes Michael Perry;70
Igor Barbosa Brian Garcia;42
Guilherme-Brian Monteiro Mr. Benjamin Hunt;21
Iara Soares Monica Watson;40
Gaspar Assunção Joseph Kramer;57
Ivan Esteves Linda Ellis;63
Patrícia Pinho Cory Williams;19
Eva Gaspar-Pinto Jessica Chapman;58
Vitória-Emanuel Sousa Chad Mcgrath;52
Beatriz Monteiro Darrell Becker;48
Lúcia Matos Amy Gentry;69
Nicole-Luís Magalhães Jennifer Garcia;67
Carolina Monteiro-Nascimento Michelle Nelson;37
Enzo Baptista Shawn Harris;35
Madalena Amaral Rebecca Sherman;13
Hugo Lopes Christopher Koch;21
Irina Lourenço-Morais Raymond Davis;42
Manuel Moreira Nicholas Aguilar;65
Rúben Neto Corey Mercado;51
Salvador Moreira Jack Tanner;66
Eduardo Anjos Tyler Kent;66
Ana Pinheiro-Pinto Curtis Murray;35
Pilar Freitas John Ryan;26
Sofia Amaral-Castro Shelby Marquez;16
Micael Amorim Thomas Weaver;30
Bruno Tavares Terry Myers;14
Núria Araújo Matthew Diaz;50
Clara da Pinheiro Ronald Robbins;58
Sofia Andrade Stephanie Ramos;60
Vasco Barros Joshua Sanchez;61
Matilde Rocha Laura King;46
Bárbara Coelho Maria Ellis;19
Cláudio Valente-Baptista Sandra Merritt;54
Joana Vicente Albert Gordon;70
Ivo Andrade Tiffany Green;38
Fernando Neto Amanda Torres;37
Sofia Nascimento Mark Everett;52
Lara Vicente Ruth Brown;46
Miriam Jesus Caitlin Guzman;29
David Silva Tanya Todd;39
Bianca Garcia Timothy Austin;65
Igor-Matilde Rodrigues Andrew Sexton;60
José Rocha Joanna Wilson;44
Vicente Magalhães Annette Willis;69
Constança Sousa Gregory Durham;19
Erica do Castro Nicholas Hahn;37
Gustavo do Neto Catherine Simpson;52
Gustavo Lopes Blake Parks;28
Joana-Ivan Gomes Adrienne Copeland;53
Daniela Gomes Jason Marshall;61
Luna Lopes Anthony Taylor;41
Laura Paiva Cory Kelley;51
Joel Tavares Julia Lopez;20
Beatriz Marques-Loureiro Francisco Webb;50
Eduardo Lourenço Andrea Davis;47
Tiago Faria Toni Mclaughlin;40
Fabiana Santos-Borges Tara Torres;17
Leonardo Mendes Kevin Miller;34
Nicole Guerreiro Robert Reynolds;31
Dinis Coelho Morgan Cole;62
Filipa Valente Melanie Jackson;20
Vitória Garcia Emma Patel;41
Renato-Francisca Amaral Crystal Williams;66
José Pinto Vicki Cortez;68
César-Nuno Vaz Lori Bailey;46
Gabriela Pereira Jo Cole;66
Violeta Gomes Eric Terrell;47
Ivo da Fernandes Allen Edwards;41
Valentim Pinto Vincent Snow;34
Catarina Sá Kelly Brooks;63
Alexandra Barbosa Ian Peterson;23
Luís Freitas Mrs. Teresa Murphy;49
Laura Sá Ellen Rivera;45
Constança Fonseca Michelle Allen;57
Ricardo Lima Phillip Lopez;32
Denis Pinho John Jackson;65
Erica-William Melo Sara Meyer;57
Sara-Bárbara Rocha Matthew Reese;66
Isabela Mendes Anthony Williams;27
Joel Santos Angela Hill;67
Marta Pacheco Aaron Jackson;45
Marta-Salomé Santos Donna Green;45
Alex Torres Valerie Salinas;31
Benjamim-Nelson Anjos Laura Long;12
Kelly-Kelly Gomes Kenneth Kent;20
Helena Henriques Christopher Romero;44
Carminho-Cláudio Carneiro Kathleen Murphy;43
Tomé Freitas Jason Day;49
Bárbara Silva Miss Brianna Miller;48
Kelly Branco Anna Snyder;62
Vicente Pinto John Richardson;43
Rúben Simões Mary Williams;34
Guilherme Pires Ryan Gutierrez;50
Ana Neto Stacey Cohen;20
Luísa Baptista Rebecca Castro;68
Luana do Castro Erica Evans;68
Bruna Torres Whitney Santos;52
João Pires-Figueiredo Alexander Bradshaw;18
Mateus Matias-Gomes Amanda Miller;39
Brian Vieira Derrick Livingston;68
Joel Magalhães Travis Davenport;48
Kevin Moura Carla Greene;53
Pilar Baptista Jonathan Rodriguez;70
Carminho-Nicole Leite Michelle Burgess;35
Melissa Esteves Kimberly Rose;59
Diego Abreu-Pacheco Courtney May;45
Henrique Assunção Jennifer Sims;13
Nair Gaspar-Araújo Jessica Terry;13
Diego Neves Destiny Dudley;29
Alexandre Maia Elizabeth Sandoval;19
Alice Ramos Alex Quinn;48
Isabel Paiva-Cardoso Sheila Johnson;30
Vicente Pereira Alexandria Fleming;54
Mara do Nogueira Shannon Foster;62
César Carneiro Bob Lam;64
Frederico Monteiro Emily Barber;58
César Vaz Allison Daniel;15
Joana Cunha Kristen Boone;12
Naiara Jesus Joel Garcia;41
Joel Nunes Tammy Alexander;28
Cláudio Ribeiro-Araújo Laurie Cervantes;18
Manuel Leal Robert Hicks;62
Helena Teixeira Tamara Webb;41
Francisco Miranda Willie Andrade;15
Emma Fernandes Emily Hill;54
Yasmin Matos Jennifer Huang;40
Edgar Lourenço Laura Fernandez;53
Inês-Fábio Vieira Ryan Sullivan;62
Luciana Pacheco Matthew Wolf;16
Afonso Moura Christopher Bradley;53
Lia Castro Timothy Russo;13
Anita Fonseca Jessica Knight;48
Bryan Martins Loretta Finley;23
Simão-Kyara Vaz Alex Delgado;41
Vítor Jesus Kim Beard;57
Andreia Soares Mitchell Grant;60
Eduardo da Araújo Stephen Thompson;43
Fernando do Pinto Andrew Carter DDS;18
Helena Oliveira Jennifer Christian;46
Sebastião Cunha Sarah Ferguson;15
Lia Leite-Soares Brianna Grant;51
Madalena Assunção-Cardoso Collin Reid;68
Marco Pinheiro-Macedo Willie Allen;41
Laura Gaspar Shelly Torres;53
Camila Amaral Paul Patel;32
Kyara Castro Dawn Charles;45
Ema-Salvador Freitas Christopher West;18
William-Patrícia Domingues Peter Miller;57
Alex-Ariana Henriques Anthony Black;26
Marcos Machado Mark Wright;25
Tatiana Antunes Lucas Casey;23
Rúben Pinto-Lima Joshua Allen;45
Enzo Teixeira Allen Burke;43
Isaac-Mélanie Pires Amy Randolph;63
Mafalda Moura Jason Stanton;30
Gonçalo Monteiro Shannon Butler;30
Clara Gaspar Ashley Myers;66
Daniel Matias-Sousa Renee Stevenson;40
Patrícia Maia Christopher Levine;28
Isabel Ribeiro Aimee Franco;17
Bárbara Assunção Jose Fernandez;13
Lara-Letícia Pacheco Sydney Cohen;63
Emanuel Teixeira Rodney Mcbride;32
José da Miranda Eric Santos;15
Cristiano Loureiro Tonya Richmond;66
Rafaela Valente Marc Johnson;69
Clara Amorim Deborah Jordan;47
Yara Araújo-Matos Bethany Johnson;22
Alice Coelho-Cunha Kristina Wilson;50
Ângela Henriques Lawrence Carr;62
Bruna Neto Philip Johnson;18
Sebastião Castro Jordan Cannon;54
Marta Leite Leslie Hansen;48
Simão Martins Lisa Lang;51
Diego Matos David Tucker;16
Isabela Pinho Vanessa King;34
Leonardo Leal Ricardo Taylor;65
Gustavo-Raquel Mota Keith Fernandez;70
Margarida Pinheiro Lisa Rogers;33
Pilar Barros Lisa Walters;32
Camila Lopes Charles Hanson;66
Lisandro da Fernandes Margaret Johnson;31
Mafalda Ferreira Christopher Miller;40
Lucas Cardoso Todd Lee;17
Júlia-Rúben Almeida Tracy Wallace;65
Nelson Vicente-Araújo Tracy Yates;39
Salomé Sousa Eric Hardy;15
Hugo Gomes Chad Barrett;51
Clara Pinto Elaine Contreras;59
André Macedo Gregory Garcia;66
Tomás Rodrigues John Woods III;56
Pilar Oliveira Amanda Davis;24
Salomé Simões Douglas Burke;63
Jaime Pereira Ashley Scott;33
Luna Oliveira Alison Horton;22
Rita Cardoso Toni Campbell;38
Adriana Marques Anthony Fernandez;38
Denis Marques-Magalhães Danielle Howard;35
Cristiano Borges Michael Colon;38
Eduardo-Nuno Abreu Bethany Hurst;40
Petra-Lara Lopes Michael Bradley;12
Fernando Machado Joseph Harding;28
Ana da Amaral Dustin Jimenez;46
Salvador-Micael Ribeiro Alexander Thompson;12
Salomé-Gaspar Machado Wendy Lee;22
Beatriz Faria Christopher Patterson;20
Jéssica Oliveira Carmen Hunter;42
Artur Valente Michael Fields;48
Débora da Pinto Rachel Moran;64
Renato Neto Donald Mckinney;14
Alexandra Ribeiro Daniel Turner;51
Larissa Azevedo Nancy Baker;69
Carlos Costa Miss Laura Wright;39
Bruna do Gonçalves Dawn Johnson;37
Cláudio Lima Gregory Williams;41
Fabiana Martins-Pereira Casey Fuller;32
Lia Marques Michelle Kline;22
Nicole-Micael Simões John Zamora;12
Lara da Neto Michael Richardson;13
Lara Coelho Jason Brock;16
Renata Valente Mark Cook;40
Rodrigo Lourenço Nicole Bradley;63
Kevin Pires-Carvalho Deborah Fox;54
Leonardo-Sofia Silva Tony Ruiz;42
Joel de Barbosa Jordan Gillespie;32
Bruno Vicente Nathan Rogers;37
Manuel Simões Ronald Walker;27
Rafael Pinheiro-Anjos Megan Morgan;64
Lorena-Lisandro Vaz Noah Friedman;56
Ana Maia Nathaniel Gibson;67
Daniela de Baptista Richard Butler;54
Carlos Pacheco David Moss;37
Nádia Lima Samantha Adams;26
Rodrigo da Reis Marc Rios;65
Igor Melo Michele Carroll;55
Luca Cardoso Robert Campos;55
Gil-Fábio Pereira Kendra Collins;39
Nuno Matias Ronnie Walker;41
Wilson Tavares-Brito Timothy Hughes;62
André Leal Mark Andrews;66
Rúben Melo John Ray;57
Bruna Morais Melissa Taylor;45
Tiago de Araújo Mrs. Julie Mullen;40
Erika Paiva Julie Huang;26
Manuel Barbosa Melissa Owens;43
Emília Matos Daniel Baker;51
Vera-Jorge Borges Patrick Hanson;26
Enzo Andrade-Henriques Andrew Carpenter;60
Emma Pereira Melissa Lopez;64
Mara Amaral Logan Davis;58
Kevin Gaspar-Henriques Dennis Ayers;49
Ariana Amorim Steven Rivera;62
Vitória-Lara Macedo Jessica Thomas;23
Luísa-Kyara Amorim Steve Peterson;23
Bryan de Santos Patricia White;54
Érica Andrade Brandi Adams;39
Diego-Bruna Maia Timothy Wall;12
Guilherme Maia Sarah White;42
Raquel Soares James Floyd;29
Diana-Catarina Vaz Rachel Davis;12
Bianca Freitas John Haynes;64
João Pinho Alexander Guerra;67
Ângela Azevedo Rebecca Taylor;53
Alice Soares Sharon Stone;32
Rafaela Mendes Nicholas Whitehead;53
Nair Neto-Pinto Danielle Moyer;69
Anita Lima Michael Frazier;40
Tomás Pinheiro Tammie Sparks;39
Leonor-Matias Costa Robert Hunt;54
Cláudio Freitas Regina Chapman;16
Ariana Santos Jon Lee;34
Valentim Moura Sara Gould;30
Núria da Coelho Elizabeth Mueller;67
Valentina Lima Tabitha Knight;67
Diana Andrade Tammie Johnson;63
Flor da Lourenço Steven Patel;28
Núria Machado Brian Flores;13
Renato Mota Lisa Ramirez;68
Petra Silva Samantha Rose;31
Núria do Guerreiro Shannon Cole;44
Bárbara Maia Robin Morse;13
Isabela Rocha Casey Williams;67
Vera Neves-Campos Caroline Bailey;49
Artur Barbosa Gary Garcia;31
Gil Santos Tiffany Gomez;17
Diogo Leite Heidi Lopez;69
Gabriel Henriques Jason Harris;43
Melissa-Helena Mendes Julie Webb;34
Rafaela Barbosa Nancy Pratt;62
Gustavo Gonçalves Richard Cook;64
Sérgio Cardoso Joseph Thompson;37
Rúben Correia Tricia Campbell;60
Brian Marques Nicholas Mcdonald;39
Enzo Matos Sandra Watson;64
Vera-Joaquim Moreira Tracey Blevins;27
Carlota Matias Hunter Mcdowell;46
Luciana Amorim Tyler Peters;17
Samuel Reis Elizabeth Jones;35
Bryan Nunes Cory Gibson;68
Rita de Santos Nancy Holmes;39
Frederico Brito Michelle Howard;45
Lara Lopes Katherine Valdez;36
Benjamim Abreu-Maia Zachary Hall;21
Nádia Paiva Shawn Williams;20
Xavier Coelho George Adams;54
Daniel Neves Nicole Mahoney;32
Kevin Brito-Leite Lauren Gilbert;43
Mário Antunes Robert Lindsey;39
Leonardo Simões Melanie Porter;25
Ivo de Oliveira Kristy Cortez;55
Ariana Faria Jessica Wright;65
Miriam Pires Joel Howard;15
Paulo Azevedo David Webb DDS;70
António Leite Brandon Whitaker;51
Yara Neto Monique Jones PhD;64
Leandro Ribeiro Ronald Gutierrez;65
Mariana Leite Michael Frank;39
Vasco Cruz-Jesus Paul Foster;35
Renato Anjos-Campos Donna Cain;26
Pilar Abreu Steven Alexander II;38
Isabela Freitas-Neves Kevin Allen;42
Kelly Sousa Margaret Grant;62
Tomé-Fábio Branco Jennifer Gallagher;55
Flor Lourenço Alyssa Ayers;67
Joana Almeida-Mendes Dr. Darlene Wood;68
Samuel Cardoso Susan Kim;52
Marco Macedo Cindy Adams;46
Wilson Gaspar Pamela Martin;51
Jaime Almeida Brooke Perez;47
Miguel Vaz Lisa Blackwell;67
Afonso Ramos Bonnie Ward;64
Brian Correia Anthony Stewart;56
Lorena Antunes Michelle Mullins;59
Cláudio-Daniel Ribeiro Theresa Dalton;16
Salomé Carneiro Bonnie Peterson;44
Brian Borges-Rocha David Poole;25
Paulo de Batista Sheryl Woodward;33
Maria Ferreira Bradley Dunn;16
Íris Guerreiro Beth Munoz;28
Lourenço Fonseca Alex Harris;70
António Pacheco Wanda Miller;61
José Pinho Patricia Webb;68
Frederico Marques Tara Palmer;40
Íris Fonseca Victoria Parrish;60
Tatiana do Freitas Anthony Hall;62
José do Matias Dana Drake;27
Gabriela Anjos Leslie Gonzalez;39
André de Faria Christine Wilson;38
Luís Moreira Christopher Mendoza;61
Núria Carvalho James Pacheco;42
Fábio Araújo Shannon Cook;12
Fábio Neves-Oliveira Shawn Bush;62
Lúcia Reis Amanda Baker;33
Naiara Pires Vanessa Gordon;17
Ivan Jesus Robert Wolfe;40
Iara-Ângela Neves Taylor Fischer;66
Andreia-Vitória Pinheiro Dominique Bray;42
Adriana Nunes Sarah Roberson;50
Carolina do Pinto Antonio Harris;19
Ariana Garcia Timothy Arroyo;12
Nicole Sousa Cameron George;37
Xavier-Benedita Andrade Kim Richardson;37
Emma Nogueira-Azevedo Charles Grant;54
Ivan-Lucas Amorim Rachel Obrien;22
Guilherme do Alves Vanessa Manning;32
Valentina Guerreiro Sarah White;40
Kévim-Bruno Guerreiro Michele Rosales;27
Amélia Pinho Charles Anderson;40
Mafalda Guerreiro Kaitlyn Burns;44
Cláudio Sousa Benjamin Miranda;43
César Guerreiro-Oliveira William Medina;18
Emma Neto Amy Martin;12
Fernando Domingues-Rodrigues Sean Clark;47
Raquel Brito Stephanie Hill;52
Sara Silva Matthew Bartlett;65
Rafael-Leonardo Figueiredo Jennifer Thompson;68
Iara-Rafael Araújo Jordan Matthews;16
Luciana de Maia John Williams;47
Maria Soares-Nascimento Monica Savage;18
Rúben da Moura Christine Brady;58
Melissa de Monteiro Wendy Hudson;33
Carolina Martins Robert Mccann;53
Lara Torres Christopher Newton;55
Andreia Carvalho Christy Ross;64
Rui Anjos Timothy Ellis;51
Bruno Martins Michelle Ross;62
Valentim Carvalho Marie Walker;29
Xavier Figueiredo-Carvalho Sarah Rodriguez;37
Júlia Miranda-Cunha Mark Bailey;59
Renata-Mafalda Machado Lawrence Cabrera;32
Mia Pinto Angela Patterson;20
André Cunha Nathan Lee;17
Íris Miranda Amy Evans;31
Joana Leite-Miranda Christopher Salinas;57
César de Santos Jordan Johnson;59
Jorge Assunção-Araújo Samuel Ross;61
Bianca de Lopes John Gonzales DVM;46
Enzo Barros Lindsay Spencer;49
Márcio Vicente Justin Wright;68
Amélia Assunção-Pinheiro Timothy Houston;61
Constança Lopes Mary Gibson;47
Matias Ferreira-Pires Leah Burgess;70
Fernando Figueiredo David Brown PhD;24
Alex-Nelson Pinho Julie Gentry;37
Valentina de Amorim Scott Hoover;42
Júlia Melo Sheri Hunter;64
Mélanie da Soares Renee Brown;31
Madalena Coelho Valerie Clark;14
Duarte-Bárbara Pires Alexandria Oneal;17
Rafael de Esteves Michael Cummings;31
Catarina da Matias Courtney Terry;56
Lucas Sá Heather Sanchez;58
Soraia Sousa Adrienne Walker;34
Iara Santos Ashley Bradley;61
Frederico Loureiro Nancy Lucas;38
Gaspar Cunha Lisa Tyler;66
Rui Lourenço Robert Martinez;41
Salvador Baptista-Leal Gavin Harper;47
Alexandre da Henriques Robin Rowland;53
Júlia-Joana Nascimento Dominique Hampton;20
Mia-Iara Simões Kevin Brown;58
Tomé Jesus Joseph Carter;54
José Tavares David Baxter;49
Ana Barros Barbara King;13
Gabriela Neves Elizabeth Cruz;58
Laura Valente Frederick Gray;46
Sara Cunha Joshua Young;35
Carminho-Tomás Figueiredo Jerry Stewart;34
Henrique Moreira Matthew Barber;43
Luana Baptista-Castro Julia Brown;47
José Neto Jason Moore;24
Eduarda Gaspar Julie Russell;47
Rui Mendes Ricky Hall;18
Marco-Carlota Baptista Randy Farrell;64
Renato Domingues Donald Miller;38
Manuel Azevedo Colin Parks;69
Sara Esteves Kelly Leach;43
Tatiana do Barros Anne Johnson;47
Violeta Teixeira Katherine Burgess;67
Teresa Domingues Christina Osborne;62
William Morais Wayne Hall;49
Erika Loureiro Andrew Ford Jr.;43
Daniel Ribeiro Maria Rodriguez;54
Yara-Mauro Torres Cody Daniels;17
Nuno Pacheco Sharon Vargas;68
Rodrigo da Abreu Paul Davis;56
Ângelo da Batista Sean Lynn;18
Lisandro Miranda-Pinheiro Aaron Parker;52
Daniel Cunha Janice Benton;28
Luís do Vaz Samantha Bishop;34
Caetana Correia Daniel Dunlap;41
Lia Faria Jessica Garcia;41
Vera Moreira Gary Green;13
João Castro-Fernandes Michael Hawkins;66
Enzo Melo Angela Davis;17
Rafaela Silva Michelle Ramirez;19
Daniela Melo Christopher Hernandez;58
Beatriz Magalhães Mr. Matthew Griffith;65
Emília-Lorena Santos Rodney Willis;32
Samuel Tavares Tanya Jackson;47
Laura Soares-Nunes Richard Diaz;30
Tiago Matos Brandon Macias;42
Alexandra Martins Kiara Richard;68
Alice Pinheiro Kelly Washington;15
Eva de Freitas Peter Smith PhD;37
Erica Neves Rachel Patel;53
Lúcia-Luana Martins Jose Boyle;16
Victória Cruz-Neto Benjamin Colon DDS;35
Vasco Moura James Pope;27
Samuel Almeida Michael Parker;34
Carminho da Marques Sarah Conley;60
Eduarda Lima Christina Mcmillan;33
Lucas de Garcia Penny Mills;49
Leonor-Salvador Carneiro Robert Anderson;33
Denis-Jéssica Abreu John Ward;51
Fábio Borges-Nunes Stephanie Gray;62
Bryan Teixeira Michele Fletcher;67
Valentina Leal Kayla Johnson;67
Isabela-Constança Esteves Kelsey Williams;32
Rafaela Gonçalves William Morgan;59
Lúcia Nogueira Katrina Morrison;26
Diogo Rocha David Conley;14
Beatriz Leite Christina Flores;12
Sandro Martins-Amorim Yolanda Robinson;53
Matilde Morais Seth Cohen;48
Filipa Sá Timothy Roberts;65
Érica Freitas Ashley Shields;53
Artur Domingues Michael Griffin;19
Tomé de Alves Kristi Wilson;30
Vicente Azevedo Alyssa Santiago;60
Luciana Silva-Maia Sonya Thompson;65
António Garcia Diane Ortega;35
Sandro Correia Samantha Strong;64
William Andrade Miss Sarah Crawford;38
Jaime Barros Kimberly Ruiz;35
Ângelo Loureiro-Amorim Michael Armstrong;39
Gil Silva Christopher Robinson;35
Denis da Pinto Robert Martinez;15
Gustavo Henriques-Henriques Laura Brown;23
Isabela Leal John Mckee;27
Ana Barros Whitney Wells;44
Nuno Fernandes Crystal Robbins;33
Jorge Gaspar Anna Walker;43
Jéssica Araújo Jessica Sweeney;13
Lúcia-Luciana Gonçalves James Farmer;54
Joel Monteiro Cody Bowman;29
Joaquim Lima Robert Jones;41
Jaime Valente Joyce Baker;46
Fábio Mota Linda Hawkins;70
Manuel-Sofia Sá Renee Underwood;54
Martim Nogueira Keith Mccann;30
Maria Santos Robert Ramos;19
Sebastião-Patrícia Cardoso John Tanner;13
Carolina Monteiro Robert Stewart;25
Kelly de Valente Heather Wilson;52
Ivo Barros Aaron Brown;41
Luísa Vaz Brian Whitaker;24
Francisco da Gomes Holly Parker;25
Gonçalo Loureiro Phyllis Moore;58
Yasmin Barbosa-Ribeiro Alejandro Sanchez;36
Filipa Torres-Leal Elizabeth Porter;29
Ema Nunes Marc Dominguez;69
Tiago Figueiredo Carol Howard;68
Soraia Castro Eugene Ramirez;33
Lisandro Branco John Taylor;59
Rita Pinho Jeff Gray;69
Gonçalo-Tomás Gaspar Diana Washington;34
Cristiano Barbosa Breanna Miller;61
Guilherme Jesus Karen Knight;45
Gabriela Jesus Sarah Moore;52
Mafalda-Érica Sousa Joseph Gomez Jr.;27
Alexandra Garcia Dawn Green;33
Emília Ramos Wesley Marshall;27
Larissa Jesus Kristen Flores;57
Luís Batista Sandra Brown;13
Gabriel Assunção Tanya Mitchell;66
Sandro Coelho Noah Roberson;14
Luana Campos-Miranda Denise Hodges;37
Guilherme Vaz Theresa Hines;61
Gabriela da Mota Michael Morgan;34
Mia Rocha Pamela Johnson;27
Sérgio Pacheco William Conley;49
Lourenço Nunes-Loureiro Kelly Jordan;40
Débora Cunha Hannah Nelson;28
Ivo Campos Henry Savage;42
Petra Leal Anthony Acevedo;64
Ema Mendes-Rocha Chad Pierce;58
Benjamim Gomes Karen Scott;63
Rodrigo Cruz Michael Roy;44
Paulo Mota Joshua Dawson;19
Clara Torres Michael Carter;70
Leonor do Valente Mark Boyd;44
Júlia-Lisandro Gomes Jessica Summers;26
Jorge Guerreiro Rebecca Chapman;13
Leonardo Neto Kimberly Gonzales;25
Simão Martins Dustin Jimenez;38
Kelly Esteves Sean Clark;44
Juliana Maia Jenna Sherman;52
Filipa Vieira Andrea Hanna;16
David Gomes Samantha Travis;28
Tomé Assunção Brenda Rowe;58
Adriana Soares David Miller;54
Matias-Kyara Macedo Summer Noble;24
Fernando Vieira Jeffrey Foster;33
Patrícia Andrade David Daniel;25
Luísa Pires Meghan Nelson;31
Melissa-Beatriz Vieira Alexander Webster;24
Francisco Mota Timothy Johnson;23
Vera-Micael Tavares Stephanie Chaney;66
Alexandra do Araújo Debbie Griffin;34
Luna Vicente Elizabeth Moore;41
